id,name,latitude,longitude
US1ILDP0011,CAROL STREAM 0.7 WNW,41.9217,-88.1434
US1ILDP0014,WESTMONT 1.2 SSE,41.7811,-87.9641
US1ILDP0015,GLENDALE HEIGHTS 0.7 NNE,41.9296,-88.0751
US1ILDP0016,AURORA 3.6 SE,41.7346,-88.2391
US1ILDP0018,DOWNERS GROVE 2.1 SE,41.7716,-87.994
US1ILDP0020,NAPERVILLE 3.2 ESE,41.7423,-88.0982
US1ILDP0022,LISLE 1.3 NE,41.8062,-88.0702
US1ILDP0024,LISLE 0.6 W,41.7918,-88.0994
US1ILDP0025,DOWNERS GROVE 0.7 S,41.7871,-88.0152
US1ILDP0027,NAPERVILLE 2.1 ESE,41.7564,-88.1135
US1ILDP0028,WEST CHICAGO 1.0 SE,41.8791,-88.2099
US1ILDP0029,GLEN ELLYN 1.6 SSE,41.8441,-88.0554
US1ILDP0030,LISLE 0.5 WSW,41.79,-88.0979
US1ILDP0032,LISLE 1.3 SE,41.7814,-88.0674
US1ILDP0034,WEST CHICAGO 2.7 N,41.9288,-88.2175
US1ILDP0038,ELMHURST 0.4 SW,41.8935,-87.9485
US1ILDP0040,LOMBARD 1.0 NNW,41.8884,-88.0229
US1ILDP0042,CAROL STREAM 0.3 SSE,41.913,-88.1294
US1ILDP0043,NAPERVILLE 0.9 ENE,41.7689,-88.1399
US1ILDP0045,WHEATON 1.8 SSW,41.8317,-88.1225
US1ILDP0047,GLEN ELLYN 1.4 SE,41.8515,-88.0453
US1ILDP0048,NAPERVILLE 1.9 W,41.7578,-88.191
US1ILDP0049,NAPERVILLE 2.5 ESE,41.7461,-88.1114
US1ILDP0051,DARIEN 1.2 NE,41.7621,-87.9616
US1ILDP0052,DARIEN 2.4 SSW,41.7185,-87.9996
US1ILDP0053,WHEATON 1.7 N,41.88,-88.1035
US1ILDP0057,AURORA 3.5 NE,41.8089,-88.2528
US1ILDP0058,WHEATON 0.5 W,41.8548,-88.1174
US1ILDP0060,GLEN ELLYN 0.8 NW,41.8739,-88.0744
US1ILDP0061,ROSELLE 0.5 S,41.9739,-88.0846
US1ILDP0062,LISLE 0.7 N,41.8022,-88.0869
US1ILDP0063,BARTLETT 1.0 SSE,41.9641,-88.2014
US1ILDP0065,OAKBROOK TERRACE 0.2 NW,41.8549,-87.971
US1ILDP0069,GLEN ELLYN 1.0 NE,41.8786,-88.0505
US1ILDP0070,BARTLETT 0.8 S,41.9669,-88.2055
US1ILDP0071,ADDISON 1.6 WNW,41.9415,-88.0356
US1ILDP0072,BLOOMINGDALE 0.9 NNE,41.9609,-88.0823
US1ILDP0073,LOMBARD 0.7 NNE,41.8844,-88.0122
US1ILDP0074,NAPERVILLE 1.9 ENE,41.7682,-88.1174
US1ILDP0075,NAPERVILLE 1.1 NW,41.7729,-88.1713
US1ILDP0076,WOODRIDGE 1.7 NNE,41.7623,-88.0347
US1ILDP0077,ROSELLE 1.1 W,41.9778,-88.1036
US1ILDP0078,NAPERVILLE 2.4 SE,41.7418,-88.1162
US1ILDP0079,BURR RIDGE 1.9 SW,41.7319,-87.9486
US1ILDP0081,GLEN ELLYN 2.3 N,41.8993,-88.0604
US1ILDP0083,LOMBARD 1.2 NNW,41.8912,-88.0223
US1ILDP0085,VILLA PARK 1.0 NW,41.8969,-87.9903
US1ILDP0086,LISLE 0.5 W,41.792,-88.0967
US1ILDP0087,ROSELLE 1.2 ESE,41.9766,-88.0598
US1ILDP0090,HANOVER PARK 2.2 SSW,41.9551,-88.1588
US1ILDP0091,CLARENDON HILLS 0.6 S,41.7905,-87.9587
US1ILDP0093,DARIEN 1.4 ENE,41.7558,-87.9507
US1ILDP0096,LOMBARD 1.0 WSW,41.8678,-88.033
US1ILDP0097,WARRENVILLE 1.1 NNW,41.8358,-88.191
US1ILDP0098,DOWNERS GROVE 0.9 S,41.784,-88.0168
US1ILDP0099,BENSENVILLE 0.3 WSW,41.9556,-87.9492
US1ILDP0100,BARTLETT 1.1 SE,41.9692,-88.1873
US1ILDP0101,AURORA 3.8 SE,41.7304,-88.2376
US1ILDP0102,BOLINGBROOK 2.7 NE,41.7302,-88.0448
US1ILDP0104,GLEN ELLYN 1.4 NNW,41.8859,-88.0707
US1ILDP0106,DARIEN 0.9 NNE,41.7621,-87.9707
US1ILDP0108,GLEN ELLYN 1.3 NNW,41.8846,-88.0701
US1ILDP0109,ELMHURST 0.8 ESE,41.8929,-87.9296
US1ILDP0110,WHEATON 1.3 NW,41.8663,-88.1283
US1ILDP0114,BLOOMINGDALE 0.5 ESE,41.9474,-88.0769
US1ILDP0117,ELMHURST 2.0 SE,41.8752,-87.9211
US1ILDP0118,DARIEN 0.4 SSE,41.7431,-87.9746
US1ILDP0122,CLARENDON HILLS 0.5 NW,41.8032,-87.9657
US1ILDP0124,BARTLETT 1.4 SE,41.9643,-88.1875
US1ILDP0127,DOWNERS GROVE 0.4 NNE,41.8033,-88.0154
US1ILDP0128,NAPERVILLE 3.7 NW,41.7943,-88.2112
US1ILDP0132,WHEATON 2.0 NNE,41.8798,-88.0863
US1ILDP0135,DOWNERS GROVE 3.1 SSE,41.7533,-88.0021
US1ILDP0139,WESTMONT 1.1 SSW,41.7825,-87.985
US1ILDP0140,NAPERVILLE 3.0 SE,41.7349,-88.1085
US1ILDP0141,GLEN ELLYN 1.1 WSW,41.8634,-88.0829
US1ILDP0144,GLEN ELLYN 2.2 SSE,41.8353,-88.0509
US1ILDP0145,LISLE 0.8 SW,41.783,-88.0972
US1ILDP0150,BLOOMINGDALE 1.2 ESE,41.9397,-88.0666
US1ILDP0155,MEDINAH 1.0 SSW,41.9636,-88.0659
US1ILDP0156,NAPERVILLE 0.5 NW,41.7685,-88.1603
US1ILDP0157,WEST CHICAGO 3.5 NNE,41.9372,-88.1988
US1ILDP0161,WHEATON 1.2 NNW,41.8728,-88.1142
US1ILDP0163,LOMBARD 1.2 E,41.873,-87.9912
US1ILDP0164,WEST CHICAGO 3.5 SE,41.8502,-88.1797
US1ILDP0172,WEST CHICAGO 3.0 SSE,41.8491,-88.2016
US1ILDP0173,LOMBARD 1.2 N,41.8923,-88.0123
US1ILDP0174,BOLINGBROOK 2.6 NE,41.7307,-88.049
US1ILDP0175,NAPERVILLE 0.9 ENE,41.7688,-88.1395
US1ILDP0176,WINFIELD 0.6 SSW,41.8639,-88.1601
US1ILDP0177,WINFIELD 0.8 ENE,41.8749,-88.1387
US1ILDP0178,VILLA PARK 0.8 ESE,41.8803,-87.9644
US1ILDP0180,BOLINGBROOK 2.7 NE,41.731,-88.0456
US1ILDP0182,DOWNERS GROVE 1.6 SE,41.7794,-87.9979
US1ILDP0184,WHEATON 0.8 WNW,41.862,-88.1202
US1ILDP0185,WOODRIDGE 2.1 NNW,41.767,-88.0568
US1ILDP0186,MEDINAH 0.8 S,41.9634,-88.0583
US1ILDP0187,LOMBARD 0.2 N,41.8779,-88.0153
US1ILDP0189,DOWNERS GROVE 1.8 SSE,41.7721,-88.0064
US1ILDP0190,ROSELLE 1.0 SE,41.9696,-88.0706
US1ILDP0191,WINFIELD 0.7 NE,41.8778,-88.1429
US1ILDP0192,LOMBARD 1.7 NW,41.8952,-88.0351
US1ILKN0007,ST. CHARLES 1.9 SE,41.8995,-88.2778
US1ILKN0043,AURORA 2.0 NNE,41.7953,-88.2848
US1ILKN0065,ST. CHARLES 2.0 ENE,41.9291,-88.2641
US1ILKN0115,AURORA 3.5 ESE,41.7432,-88.2327
US1ILLK0002,LONG GROVE 1.1 NNE,42.209,-87.9919
US1ILLK0006,VERNON HILLS 1.4 SSE,42.217,-87.9561
US1ILLK0011,LINCOLNSHIRE 0.9 N,42.2082,-87.9188
US1ILLK0015,BANNOCKBURN 0.5 ESE,42.1896,-87.86
US1ILLK0016,BUFFALO GROVE 1.5 N,42.188,-87.959
US1ILLK0025,LINCOLNSHIRE 1.3 WSW,42.1913,-87.9403
US1ILLK0039,RIVERWOODS 0.4 ENE,42.1726,-87.8884
US1ILLK0068,HIGHWOOD 0.3 WSW,42.2097,-87.8177
US1ILLK0069,HIGHWOOD 0.9 S,42.1984,-87.814
US1ILLK0103,BUFFALO GROVE 1.3 ESE,42.1611,-87.9394
US1ILLK0118,HIGHLAND PARK 2.1 WNW,42.1942,-87.8467
US1ILLK0128,LAKE FOREST 2.0 WSW,42.2201,-87.8905
US1ILWL0004,LOCKPORT 0.3 SSW,41.5851,-88.0497
US1ILWL0013,JOLIET 1.1 N,41.5425,-88.1244
US1ILWL0016,HOMER GLEN 0.8 ENE,41.6274,-87.9281
US1ILWL0017,CREST HILL 1.9 WNW,41.5716,-88.1406
US1ILWL0018,CRETE 1.4 SW,41.4411,-87.6379
US1ILWL0025,CRETE 2.6 E,41.4468,-87.5657
US1ILWL0027,PLAINFIELD 4.0 NNW,41.6705,-88.2316
US1ILWL0031,BOLINGBROOK 3.5 W,41.6935,-88.1444
US1ILWL0036,HOMER GLEN 3.9 WNW,41.6375,-88.0029
US1ILWL0039,HOMER GLEN 1.4 NNW,41.6385,-87.9399
US1ILWL0042,MOKENA 1.3 W,41.5313,-87.9012
US1ILWL0044,NAPERVILLE 3.6 SSW,41.7146,-88.1807
US1ILWL0050,LOCKPORT 3.3 ESE,41.5771,-87.9855
US1ILWL0053,BOLINGBROOK 0.9 WNW,41.7039,-88.0937
US1ILWL0058,PLAINFIELD 3.0 ESE,41.604,-88.149
US1ILWL0059,NEW LENOX 1.4 SE,41.5024,-87.9686
US1ILWL0063,NEW LENOX 1.8 SE,41.4996,-87.9603
US1ILWL0065,CRETE 2.6 SSW,41.4171,-87.63
US1ILWL0066,FRANKFORT 2.0 NNE,41.5239,-87.8195
US1ILWL0068,JOLIET 0.9 ENE,41.5333,-88.108
US1ILWL0070,FRANKFORT 2.2 WSW,41.4891,-87.8766
US1ILWL0072,NEW LENOX 2.9 ENE,41.5303,-87.9296
US1ILWL0080,LOCKPORT 1.3 SE,41.5745,-88.033
US1ILWL0082,ORLAND PARK 4.6 WNW,41.6433,-87.9281
US1ILWL0092,NAPERVILLE 4.0 SSW,41.7062,-88.1734
US1ILWL0093,NEW LENOX 4.2 SE,41.4681,-87.9378
US1ILWL0095,JOLIET 1.4 ENE,41.5355,-88.0976
US1ILWL0097,NEW LENOX 3.3 E,41.5193,-87.9193
US1ILWL0103,JOLIET 1.8 NNE,41.5519,-88.1106
US1ILWL0104,PLAINFIELD 2.7 SE,41.5845,-88.1731
US1ILWL0105,PLAINFIELD 2.9 NNW,41.6556,-88.2222
US1ILWL0106,FRANKFORT 2.3 ENE,41.5105,-87.7962
US1ILWL0111,NEW LENOX 1.0 NE,41.5272,-87.9676
US1ILWL0112,BOLINGBROOK 0.5 ESE,41.6963,-88.0688
US1ILWL0115,BOLINGBROOK 2.2 NE,41.7235,-88.0482
US1ILWL0119,HOMER GLEN 1.6 NW,41.6241,-87.9553
US1ILWL0121,MONEE 4.9 W,41.4147,-87.8479
US1ILWL0131,HOMER GLEN 0.7 NNE,41.6084,-87.9327
US1ILWL0135,PLAINFIELD 3.2 NNE,41.657,-88.1768
US1ILWL0136,CRETE 3.3 ENE FRANKTUARY FARM,41.4663,-87.5544
US1ILWL0137,NAPERVILLE 2.8 SSW,41.7243,-88.1711
US1ILWL0138,CRETE 2.7 W,41.4457,-87.6658
US1ILWL0140,CRETE 3.7 SSE,41.4048,-87.5843
US1ILWL0142,MOKENA 3.4 WNW,41.5545,-87.9339
US1ILWL0147,NEW LENOX 2.0 ESE,41.5036,-87.9513
US1ILWL0148,PLAINFIELD 3.8 NNW,41.6676,-88.2297
US1ILWL0151,NEW LENOX 1.5 W,41.5194,-88.0136
US1ILWL0153,BOLINGBROOK 3.0 WSW,41.6789,-88.1267
US1ILWL0154,NAPERVILLE 2.9 SSE,41.7229,-88.1364
US1ILWL0159,NEW LENOX 2.1 S,41.4892,-87.9914
US1ILWL0162,MONEE 1.7 SSE,41.3983,-87.746
US1ILWL0165,FRANKFORT 1.3 ESE,41.4925,-87.811
US1ILWL0166,NAPERVILLE 3.6 SE,41.7231,-88.1088
US1ILWL0173,LOCKPORT 5.0 W,41.58,-88.1438
US1ILWL0174,JOLIET 0.8 E,41.5289,-88.1076
US1ILWL0178,MOKENA 2.1 SW,41.509,-87.9008
US1ILWL0179,NEW LENOX 2.8 SE,41.4868,-87.9492
US1ILWL0180,MOKENA 4.4 WNW,41.5553,-87.9555
US1ILWL0185,LOCKPORT 0.3 WNW,41.5921,-88.0534
US1INLK0001,SCHERERVILLE 2.5 SE,41.4616,-87.4167
US1INLK0008,HAMMOND 3.0 SW,41.5865,-87.5243
US1INLK0015,DYER 1.0 WNW,41.5067,-87.5248
US1INLK0018,HIGHLAND 1.1 S,41.5336,-87.4552
US1INLK0019,SCHERERVILLE 2.0 WSW,41.4761,-87.4819
US1INLK0025,MUNSTER 0.8 SSE,41.5356,-87.4989
US1INLK0027,SCHERERVILLE 0.6 SSW,41.4811,-87.4529
US1INLK0031,MERRILLVILLE 0.8 NNW,41.4826,-87.3325
US1INLK0034,HOBART 1.2 SSW,41.515,-87.2706
US1INLK0035,ST. JOHN 1.9 ENE,41.4559,-87.4412
US1INLK0037,SCHERERVILLE 2.3 E,41.4928,-87.4049
US1INLK0040,GARY 4.1 SSW,41.5448,-87.3848
US1INLK0042,HIGHLAND 1.2 N,41.5659,-87.4616
US1INLK0045,MERRILLVILLE 3.0 NW,41.5038,-87.3649
US1INLK0046,ST. JOHN 0.2 WSW,41.4463,-87.4802
US1INLK0049,HIGHLAND 1.0 ESE,41.5423,-87.4397
US1INLK0050,HOBART 1.6 E,41.5351,-87.2362
US1INLK0057,(WV90)HOBART 1.3 ENE,41.5405,-87.246
US1INLK0058,(KB9UUO)NEW CHICAGO 0.6 SSE,41.5514,-87.267
US1INLK0059,(W9MAL)MERRILLVILLE 2.0 NNW,41.4955,-87.3461
US1INLK0063,GARY 4.8 ENE,41.617,-87.2546
US1INLK0067,SCHERERVILLE 1.1 E,41.4893,-87.4275
US1INLK0068,HOBART 0.7 NNW,41.5417,-87.2715
US1INLK0070,SCHERERVILLE 2.1 ESE,41.4738,-87.4139
US1INLK0071,HIGHLAND 1.0 NW,41.5587,-87.4734
US1INLK0078,SCHERERVILLE 1.4 E,41.4853,-87.4215
US1INLK0079,HIGHLAND 0.7 ESE,41.5435,-87.4459
US1INLK0088,HOBART 1.0 E,41.5334,-87.2491
US1INLK0089,HAMMOND 0.6 SSW,41.6121,-87.4941
US1INLK0090,HAMMOND 3.4 ESE,41.5967,-87.4334
US1INLK0091,MUNSTER 1.5 NNW,41.568,-87.5107
US1INLK0094,GRIFFITH 1.2 N,41.5394,-87.4258
US1INLK0096,(KA9GKT) GARY 3.8 SSE,41.5417,-87.327
US1INLK0098,GRIFFITH 1.2 N,41.5399,-87.4192
US1INLK0102,(W9MAL) MERRILLVILLE 2.0 NNW,41.4955,-87.346
US1INLK0110,HIGHLAND 0.7 SW,41.5407,-87.4661
US1INLK0111,HOBART 1.1 S,41.5164,-87.2667
US1INLK0114,HOBART 2.0 NNW,41.5585,-87.2796
US1INLK0115,GARY 5.9 ENE,41.6217,-87.2348
US1INLK0117,GARY 6.2 ENE,41.6148,-87.2264
US1INPT0051,PORTAGE 0.8 SW,41.5792,-87.1938
US1INPT0059,OGDEN DUNES 0.6 NE,41.6276,-87.1843
US1INPT0157,PORTAGE 2.4 NNW,41.6194,-87.1963
USC00110247,ARLINGTON HEIGTS 4 SS,42.0333,-87.9667
USC00111497,CHICAGO BOTANIC GARDEN,42.14,-87.7853
USC00111522,CHICAGO CAL TREAT WKS,41.6667,-87.6167
USC00111526,CHICAGO GRANT PARK,41.8833,-87.6167
USC00111527,CHICAGO HEIGHTS,41.5,-87.6333
USC00111532,CHICAGO LAKEVIEW PUMP,41.9667,-87.6667
