bike_number,TOTAL_DISTANCE
290,3683.628829075243
291,3560.35131403539
292,3632.276816776082
293,302.1689740500483
294,655.0383823653434
295,900.828260163674
296,536.0015493043427
297,425.632228465232
298,466.05750257084753
299,357.6443962317285
300,3423.2716988034363
301,290.3666559342568
302,602.9019684395433
303,594.7854984869051
304,527.2750553583887
305,322.45399854800337
306,2079.6778444503598
307,411.74061629184445
308,511.62269267023873
309,3466.5654651184777
310,3732.834351767453
311,3375.875562973012
312,3496.5284763826558
313,3630.5318367507266
314,2639.679080284954
315,3287.595387477034
316,33.86101099617581
317,3378.3721253093818
318,3486.734743031415
319,1185.9261279714162
320,3293.785055459081
321,3539.879581608221
322,3780.30892954452
323,22.25518140910161
324,1788.0224696046625
325,3360.4417892006277
326,3728.1742922434437
327,3725.170809105499
328,3827.432174197825
329,3571.103522342488
330,2295.6121822782648
331,3591.441274757496
332,3101.657126889829
333,1241.048925207587
334,3844.5007434363883
335,3645.0782969189
336,2982.574258308084
337,643.0213149040693
338,3482.939564601683
339,1903.7923433243566
340,3390.5765693549724
341,909.0378833616295
342,3670.052375197443
343,3468.7827820857465
344,2923.557090570469
345,2400.539112070722
347,3001.6535435349133
348,3705.1329440367986
349,2980.2026898249833
350,3504.8280562931855
351,3663.81884309325
352,3625.500865128648
353,3495.13786362009
354,3187.011961820671
355,2726.6500798818142
356,3790.322764891567
357,2549.1281687331566
358,3295.094101538286
359,3262.8330951487264
360,3741.084679754221
361,3387.350909292853
362,3733.27671062842
363,2627.580350295914
364,3392.3183314389817
365,835.4747807108447
366,3779.2172729432154
367,1702.652316635901
368,3864.585689502648
369,600.6377876381947
370,3666.564055250152
371,2698.439277036909
372,3429.325209913715
373,3523.9293318430023
374,3397.71054612968
375,3728.791630704386
376,3632.7211423007807
377,3616.040863367576
378,3755.067639071249
379,2388.597107499143
380,3375.8554321371385
381,1606.3936331462078
382,3198.772817335572
383,3473.3906340706367
384,3614.619608377616
385,3354.609169329389
386,3322.181846239067
387,3294.439298825199
388,3674.539808240376
389,3990.9305299663083
390,3548.0583018388024
391,3737.068566740177
392,3896.50129312984
393,3370.077771940667
394,3489.456474476753
395,3792.3679651828916
396,483.31287058835636
397,3124.181336337262
398,3461.42911942293
399,3266.326000409255
400,3361.9217464039475
401,3520.002881785236
402,3446.357841189917
403,2648.1387475161177
404,3718.864252255833
405,3336.2322116297873
406,3740.7058208960407
407,3254.902844704473
408,3444.3467034967625
409,3690.681928883551
410,3107.783380328484
411,3372.767130369697
412,3452.936632532465
413,3400.133273750256
414,967.5550013594245
415,3827.1785265786875
416,3760.7210365423507
417,3724.2422404779527
418,3399.7529626995874
419,3616.005723943099
420,3429.1846570843895
421,3891.3468721496706
422,3440.508730202181
423,3756.711643918869
424,1845.3441967393221
425,3357.079343341307
426,3496.735218214433
427,3668.615994083134
428,3621.8082585307584
429,3443.070330393004
430,1290.606138619687
431,3143.667875604932
432,3550.233333516345
433,756.7971084184726
434,3672.16658682844
435,813.6402288208349
436,3076.241121194926
437,3607.3578257097065
438,1472.1438779735931
439,3413.7530007689415
440,3090.4313250940713
441,3429.8214450739342
442,3720.038916351773
443,3441.6700830766513
444,3326.2601848801655
445,2686.147642153137
446,3229.651713729784
447,3527.543887565194
448,3493.4644004506995
449,2968.4413218951304
450,3027.4952338095864
451,3659.0536672911257
452,2138.4968867264693
453,2198.570975377711
454,3675.886762044801
455,3488.0751272230355
456,3500.1510586354175
457,3381.6676703791372
458,3656.6117550173335
459,3612.196762701551
460,26.16278967906034
461,3817.2829512302096
462,3611.8396158712967
463,3870.7032129953996
464,3581.483672727503
465,3670.391002684291
466,3152.2719879081155
467,1212.9225539641282
468,3803.920952010311
469,3521.6712428314754
470,3524.09343022855
471,3461.5869511131123
472,3697.072228840762
473,3263.2852515143304
474,1735.5772015730604
475,3234.50181985787
476,33.981011027568
477,3502.5841137680936
478,3808.2990785900774
479,3681.135242454607
480,3601.2364406703264
481,1808.3492219254836
482,3300.023024748975
483,2487.6293059887
484,3629.627147708829
485,3395.393358316438
486,591.9702557186624
487,3662.3303411172164
488,2890.609020637966
489,3796.498584956641
490,2141.0475103917265
491,3778.0791056735166
492,3465.6465353386848
493,3503.5741866669446
494,3570.777712886771
495,3135.087153231289
496,3487.4555715882925
497,3865.466305937875
498,3372.2717950772994
499,559.5928156721562
500,3194.9122757948953
501,3441.166272207132
502,3629.9162914582266
503,3934.892908222467
504,3483.799212053049
505,3515.1380043375257
506,3532.1429293589977
507,3856.518045429339
508,3664.866724572243
509,3561.9508904234817
510,3621.6514271857645
511,3662.8437703190925
512,3125.0931146532776
513,3615.7704437713255
514,3156.860469433205
515,2406.1185370757366
516,3641.865162444112
517,3715.0619130519003
518,3151.0135973282163
519,3683.5166251946594
520,3398.9374834113114
521,3422.118136474969
522,3597.0304238861
523,1550.6570027463627
524,3926.299070753251
525,3836.4765438824134
526,3748.5625209592654
527,3177.849687125817
528,3651.922021328353
529,3386.540188143588
530,2994.8008909437526
531,3458.654452394952
532,2617.7098126007068
533,2213.6834058923573
534,3722.819314279482
535,2983.4227895667304
536,2227.8618612280393
537,3609.8438275725603
538,3477.9445632901648
539,1275.56530989098
540,3780.34864177596
541,3416.0727266271383
542,3658.41233369444
543,263.31090152358087
544,3430.9851732883308
545,1508.090196856498
546,3545.321557821566
547,3541.4849377771243
548,3716.5429029194274
549,3580.2442953124023
550,540.9486730615882
551,3467.277497435518
552,3482.5933184278765
553,3690.5985572976933
554,3515.4321637785297
555,2604.201278320591
556,3597.657455412635
557,3644.344869545948
558,3902.3553804476846
559,3494.6794410635093
560,3145.2763773441134
561,2416.262940796528
562,3406.6787702514844
563,3576.704659524523
564,2818.453481202366
565,21.833892839362093
566,3419.3907737254544
567,3680.449824603496
568,3804.924555926067
569,3054.6726406794774
570,3316.968687458919
571,1736.3229274415335
572,3622.9495791911568
573,3745.9642833558582
574,3777.3663600590103
575,3606.3653320425333
576,2223.221274932809
577,2318.557809798619
578,3477.9655779812424
579,3524.997447789188
580,1275.0845426385029
581,3758.9121742307098
582,3502.1623389671604
583,2601.932154174624
584,3484.817572261209
585,3839.9448784915508
586,3844.7041473869444
587,3603.071872117674
588,315.15415798483264
589,3769.692730604481
590,3436.657966831261
591,2421.189914578211
592,3824.8317447185564
593,3625.043362515638
594,3603.7063506873214
595,67.96088199660787
596,2064.9671215782173
597,3538.7463037315224
598,3594.565474700365
599,3446.2754944521134
600,3475.155659351073
601,3389.3125371544975
602,3571.802078336419
603,3276.7913616046744
604,3446.4610694749126
605,864.4780963785734
606,2803.129140158564
607,3691.189659287247
608,3664.592402260706
609,2348.9176480148158
610,1704.823235029705
611,3526.5597354402844
612,642.2934199764201
613,3771.8663222245927
614,3818.215078978451
615,1051.0068483192495
616,103.98815679786664
617,3543.5639289610426
618,3003.562086517893
619,3355.111290067285
620,3540.500341098832
621,3408.5010291624512
622,2734.6233410709556
623,3685.834525726372
624,3224.574276093517
625,3841.2829742369727
626,1394.33486004503
627,1232.6045649849057
628,3472.505684441
629,3255.3790683354396
630,3537.5221082084845
631,3829.6603986631435
632,3444.8332787088375
633,1377.0851324144357
634,2349.4736692470947
635,3483.3822973849396
636,3106.5758637669037
637,1290.8660639745356
638,464.1048547430309
639,423.8794501395585
640,51.10223188232214
641,234.1992757509009
642,427.3122065213216
643,493.5062160912604
644,464.1635394253453
645,520.7010653348647
646,408.75592447807725
647,394.67189774864187
648,411.9176877547734
649,454.9526725317623
650,428.4138026522928
651,1827.0993006612416
652,2624.9959822478186
653,472.1175694601924
654,293.664681687368
655,292.2660217202935
656,518.9324276359448
657,451.5530233957846
658,416.18406151076874
659,2792.879956200794
660,389.9754823946445
661,377.39801619039844
662,561.6983751027886
663,349.9460048793477
664,174.95759271860078
665,362.06610349888496
666,370.84895525438674
667,575.7737649148406
668,504.79105642252
669,463.888751340038
670,485.2145238625461
671,829.6464963063704
672,3009.4030444255727
673,262.3722723206604
674,177.82744877885767
675,675.9007572087486
676,269.72346450539686
677,2561.991249727525
678,354.3997624628874
679,397.17584689746263
680,350.9247967824558
681,457.26323261537027
682,370.17558830971
683,443.61266606988175
684,322.4863496907222
685,428.06765526340047
686,400.52266063655196
687,3201.7897667651487
688,383.6384006306754
689,380.0268901019686
690,510.78461058847375
691,304.4244935268975
692,449.93571569952337
693,498.83249719745675
694,511.1070187059586
695,252.27953409157945
696,738.9147650230035
697,31.084738973524534
698,439.2164808694259
699,343.50056387684776
700,580.9662988900534
701,465.16064247423645
702,448.6130894494057
703,396.2813334083601
704,310.76180994348755
705,1210.159296628467
706,633.4614708206028
707,414.7648499645174
708,406.7540472120809
709,2700.9727108778875
710,434.7748967795923
711,566.6771384264197
712,281.76029623397096
713,454.1411405242502
714,349.9377863614814
715,412.81946973235097
716,561.073312381206
717,76.71318604587279
740,223.00693806572508
876,7.078151373475703
877,3117.679823383611
878,3362.168743840422
