zip_code,HURRICANE_COUNT
23322,4
34103,4
32222,4
34141,4
38765,4
00631,4
70071,4
30451,4
34610,4
39423,4
78242,4
33317,4
03106,4
77597,4
70049,4
27973,4
77304,4
77706,4
36031,4
32003,4
33185,4
33430,4
02382,4
32026,4
27872,4
00782,4
34758,4
32181,4
70528,4
36320,4
34601,4
33498,4
28472,4
28458,4
36371,4
39352,4
28424,4
33410,4
30821,4
33173,4
32209,4
78227,4
30807,4
32061,4
00911,4
34142,4
27929,4
23316,4
33194,4
32448,4
32536,4
34668,4
00772,4
77661,4
28433,4
77327,4
33610,4
34689,4
32648,4
70503,4
70769,4
28577,4
30251,4
70815,4
30218,4
11782,4
33437,4
33993,4
28390,4
02333,4
32962,4
70661,4
00957,4
33137,4
33324,4
78382,4
34655,4
32177,4
00909,4
33301,4
70526,4
39462,4
77616,4
78238,4
32530,4
27704,4
77441,4
33054,4
33413,4
33931,4
77023,4
96952,4
28384,4
39479,4
36544,4
33908,4
28409,4
34242,4
31320,4
78211,4
28351,4
70092,4
31642,4
33166,4
32082,4
39813,4
28323,4
28555,4
35978,4
70644,4
77830,4
32953,4
33872,4
08691,4
12512,4
30460,4
36869,4
75943,4
32948,4
29592,4
70031,4
77059,4
39845,4
23897,4
30222,4
77507,4
33014,4
36083,4
10536,4
00739,4
23701,4
23395,4
31405,4
33308,4
23704,4
27505,4
33472,4
70816,4
01756,4
36763,4
33145,4
11702,4
23824,4
31315,4
28456,4
77560,4
36092,4
32904,4
33510,4
70754,4
78362,4
77061,4
32726,4
36908,4
77032,4
33618,4
23347,4
30427,4
31901,4
32226,4
38744,4
33703,4
34652,4
33710,4
36310,4
32603,4
47244,4
32205,4
78338,4
32566,4
30241,4
00637,4
07728,4
28454,4
78204,4
78351,4
32356,4
10526,4
28429,4
70463,4
31527,4
32514,4
33155,4
33165,4
29910,4
32669,4
06351,4
77051,4
77044,4
78225,4
77029,4
36051,4
00735,4
32907,4
75938,4
31322,4
77979,4
34604,4
31051,4
76633,4
33936,4
00917,4
31650,4
27953,4
32425,4
33133,4
78662,4
30803,4
33496,4
30134,4
77018,4
77517,4
71417,4
77856,4
31537,4
29044,4
77583,4
30269,4
28451,4
39062,4
00956,4
78376,4
33463,4
96916,4
70114,4
33559,4
33332,4
77573,4
10501,4
75939,4
78151,4
78251,4
28580,4
28325,4
32955,4
70083,4
77087,4
31721,4
77502,4
28511,4
29570,4
33126,4
00650,4
29404,4
28310,4
33055,4
30401,4
28525,4
71243,4
70079,4
33012,4
27861,4
31533,4
31321,4
70508,4
78552,4
03104,4
75951,4
77386,4
34949,4
77368,4
32901,4
70374,4
30122,4
32568,4
77049,4
30214,4
31699,4
71469,4
32257,4
04537,4
23874,4
33478,4
32066,4
77444,4
02807,4
77541,4
33956,4
28311,4
00831,4
78201,4
03102,4
30290,4
70395,4
77318,4
33890,4
28337,4
70638,4
34695,4
72426,4
33030,4
32437,4
30810,4
29720,4
29435,4
33056,4
77009,4
31569,4
77449,4
28393,4
34653,4
28435,4
29446,4
23156,4
78064,4
77703,4
34688,4
38745,4
32208,4
31304,4
77426,4
33182,4
32970,4
10507,4
29437,4
11968,4
29479,4
11956,4
70128,4
34105,4
33573,4
70723,4
77988,4
32256,4
11796,4
29051,4
34293,4
33404,4
36032,4
33594,4
27915,4
33184,4
27828,4
33762,4
35080,4
70550,4
17560,4
06380,4
71424,4
28583,4
77003,4
28556,4
23702,4
77338,4
19343,4
21776,4
29564,4
76631,4
31625,4
19520,4
29429,4
29016,4
70346,4
33922,4
00912,4
04544,4
33584,4
28529,4
31744,4
00918,4
34974,4
30230,4
78144,4
77089,4
76086,4
39478,4
77058,4
30903,4
29405,4
77978,4
32361,4
30461,4
23461,4
32224,4
36421,4
77423,4
28305,4
70585,4
33018,4
00949,4
34285,4
70056,4
77020,4
77092,4
70076,4
33136,4
11951,4
11719,4
33134,4
31323,4
28441,4
33707,4
29803,4
01569,4
23313,4
31546,4
32130,4
33617,4
35184,4
33473,4
32444,4
27960,4
33319,4
33027,4
29560,4
78236,4
70051,4
33917,4
31308,4
33313,4
34797,4
29481,4
77651,4
00775,4
04568,4
04575,4
31775,4
33139,4
70809,4
39047,4
00716,4
33023,4
76682,4
31331,4
32210,4
76680,4
33415,4
04538,4
33305,4
78368,4
38944,4
28533,4
32139,4
77521,4
70006,4
29928,4
70744,4
34661,4
33076,4
00638,4
39348,4
33016,4
77878,4
78361,4
36548,4
38704,4
30233,4
31401,4
39656,4
33484,4
28349,4
33905,4
77021,4
33412,4
78369,4
24556,4
32168,4
36079,4
30265,4
28371,4
31635,4
29468,4
32903,4
21060,4
27040,4
33334,4
72395,4
21405,4
36317,4
30471,4
37397,4
33183,4
39826,4
70458,4
72321,4
78228,4
23881,4
33856,4
77062,4
33446,4
39825,4
70127,4
31217,4
77467,4
21146,4
32317,4
28585,4
11733,4
27860,4
32059,4
23415,4
00698,4
02857,4
78586,4
28578,4
32958,4
31545,4
78677,4
77551,4
29594,4
36874,4
31060,4
28544,4
33109,4
70471,4
32046,4
31524,4
30170,4
70068,4
75976,4
32940,4
77011,4
28518,4
34667,4
32258,4
35963,4
27830,4
29943,4
71378,4
70814,4
36877,4
70552,4
29681,4
00801,4
77994,4
36305,4
71425,4
29801,4
78207,4
77837,4
32137,4
29062,4
75692,4
78933,4
27850,4
31027,4
71350,4
35045,4
70510,4
78226,4
78041,4
29420,4
32244,4
27852,4
31049,4
28554,4
28501,4
70586,4
29410,4
77471,4
77642,4
23709,4
70589,4
34268,4
77072,4
33565,4
32703,4
33418,4
17584,4
32461,4
21829,4
31772,4
78243,4
39501,4
23321,4
33306,4
35961,4
34638,4
77535,4
33175,4
34110,4
34956,4
33470,4
29209,4
33323,4
39365,3
21122,3
29638,3
36476,3
77010,3
36722,3
78102,3
77861,3
29006,3
39766,3
76666,3
29654,3
32259,3
33897,3
33503,3
22514,3
27231,3
28344,3
12781,3
21153,3
76628,3
36568,3
71858,3
32836,3
78040,3
30426,3
36502,3
77382,3
06437,3
28356,3
02838,3
70086,3
28510,3
29125,3
77836,3
06089,3
11420,3
11509,3
23047,3
29040,3
31072,3
39701,3
38753,3
32561,3
35062,3
70563,3
06365,3
77585,3
76652,3
70592,3
02802,3
38930,3
11715,3
39153,3
37309,3
78583,3
33579,3
70747,3
78535,3
77950,3
75845,3
36522,3
38001,3
39401,3
20678,3
29511,3
39741,3
35033,3
19940,3
32714,3
32693,3
33065,3
29520,3
00678,3
39483,3
21634,3
30752,3
32223,3
72329,3
32096,3
11204,3
02808,3
29152,3
33172,3
30609,3
27844,3
39208,3
02836,3
02894,3
08562,3
38059,3
30206,3
27409,3
27709,3
36375,3
36804,3
05050,3
34741,3
77445,3
20660,3
23141,3
20018,3
05081,3
31757,3
27215,3
11971,3
11952,3
70750,3
33711,3
77707,3
78614,3
77702,3
12527,3
34224,3
33511,3
11963,3
34773,3
00923,3
00920,3
00921,3
00985,3
32616,3
00979,3
11219,3
12083,3
23708,3
29061,3
11705,3
33613,3
39750,3
78956,3
06360,3
70453,3
32141,3
27983,3
77807,3
33440,3
36047,3
31563,3
32640,3
38954,3
32128,3
04965,3
39475,3
00715,3
31011,3
12575,3
70062,3
28342,3
29940,3
70725,3
70762,3
30474,3
70763,3
39663,3
27976,3
33025,3
39422,3
06422,3
77993,3
33578,3
32535,3
33403,3
27613,3
23920,3
76250,3
72076,3
39086,3
76689,3
70658,3
78358,3
77356,3
33487,3
39113,3
28521,3
33444,3
77320,3
31023,3
20176,3
39193,3
37620,3
33325,3
31015,3
23833,3
23665,3
33947,3
40213,3
70065,3
00703,3
33436,3
08240,3
70340,3
77835,3
30648,3
70130,3
28453,3
35966,3
34266,3
76685,3
32421,3
77002,3
77201,3
00622,3
35446,3
71827,3
28386,3
71269,3
32754,3
32828,3
31029,3
23703,3
77479,3
12524,3
77469,3
33043,3
27957,3
33467,3
70525,3
02813,3
00961,3
36054,3
39631,3
78355,3
23938,3
11218,3
32228,3
34117,3
71327,3
29206,3
02833,3
27814,3
70452,3
39232,3
30668,3
29590,3
32206,3
31733,3
33428,3
27849,3
77904,3
29741,3
33976,3
33974,3
29819,3
78526,3
18925,3
33514,3
36581,3
23356,3
34746,3
27263,3
37340,3
02302,3
28320,3
35803,3
70052,3
31314,3
28587,3
28434,3
35019,3
70506,3
29070,3
23092,3
35004,3
29054,3
39216,3
00652,3
28447,3
27845,3
29150,3
32817,3
36860,3
07823,3
22476,3
34135,3
28436,3
11780,3
33954,3
18902,3
29223,3
29518,3
02301,3
39425,3
39834,3
36856,3
29817,3
00950,3
27403,3
32837,3
29160,3
39144,3
31639,3
33130,3
72120,3
06084,3
24133,3
32350,3
36525,3
22480,3
27812,3
43331,3
31565,3
77483,3
00802,3
77464,3
29526,3
06443,3
29904,3
28532,3
39668,3
01522,3
24082,3
34759,3
28110,3
36006,3
39573,3
70057,3
27530,3
29432,3
32043,3
30176,3
31624,3
70464,3
77485,3
11692,3
70558,3
35125,3
62974,3
34762,3
28326,3
33001,3
25314,3
30295,3
31083,3
34465,3
36723,3
77360,3
00664,3
23337,3
70668,3
32332,3
33026,3
28504,3
33174,3
00841,3
33966,3
39203,3
36373,3
29827,3
23707,3
29527,3
22851,3
12590,3
70363,3
30277,3
39347,3
31730,3
27508,3
00969,3
96951,3
30605,3
33328,3
39456,3
77951,3
36067,3
30805,3
29456,3
47111,3
23071,3
01880,3
31548,3
28774,3
38940,3
32686,3
32227,3
36786,3
00669,3
02875,3
39870,3
28586,3
31313,3
23061,3
31408,3
77561,3
35475,3
37334,3
33714,3
33705,3
33913,3
32976,3
17532,3
00915,3
00913,3
00983,3
78349,3
11935,3
10527,3
29147,3
27282,3
05042,3
20624,3
33896,3
70632,3
30725,3
33569,3
32087,3
20657,3
29164,3
77022,3
35052,3
00688,3
70660,3
37061,3
35187,3
06066,3
12769,3
31645,3
21074,3
21114,3
20716,3
36454,3
70582,3
35986,3
31091,3
29020,3
78947,3
36553,3
27806,3
27821,3
30101,3
32818,3
70637,3
77028,3
11414,3
77369,3
21108,3
70040,3
29575,3
39092,3
70657,3
08210,3
30464,3
77803,3
23842,3
33619,3
77326,3
36867,3
38449,3
39503,3
78567,3
70578,3
31407,3
39867,3
70501,3
33132,3
33015,3
00971,3
70122,3
23829,3
07731,3
71115,3
77335,3
35054,3
06019,3
31756,3
32697,3
63879,3
31050,3
00717,3
77033,3
77484,3
71331,3
30423,3
70782,3
31634,3
31555,3
70123,3
33597,3
22660,3
11419,3
71435,3
11694,3
21240,3
00730,3
29032,3
28547,3
39440,3
38922,3
35548,3
39827,3
32563,3
77017,3
11416,3
36078,3
33854,3
38034,3
27312,3
71323,3
77587,3
06260,3
31415,3
31747,3
35674,3
77437,3
00612,3
70651,3
29704,3
77905,3
32664,3
75926,3
71334,3
70662,3
29577,3
30135,3
32681,3
75765,3
32119,3
11967,3
27503,3
33149,3
29742,3
32132,3
06262,3
01571,3
75977,3
27522,3
23927,3
39840,3
33432,3
35459,3
27614,3
23851,3
30428,3
36855,3
32091,3
34785,3
70812,3
77625,3
08247,3
23430,3
34739,3
70094,3
77381,3
77037,3
02673,3
70836,3
70810,3
33825,3
39366,3
08501,3
75850,3
02601,3
70427,3
31211,3
29105,3
23860,3
23875,3
33409,3
70053,3
28374,3
27542,3
36703,3
31551,3
70082,3
21875,3
32712,3
33314,3
23828,3
04558,3
31631,3
33527,3
31047,3
36091,3
04576,3
29727,3
17551,3
75936,3
32340,3
23416,3
06472,3
06390,3
36545,3
29916,3
30438,3
39817,3
34637,3
33513,3
21804,3
28328,3
30445,3
30446,3
30602,3
70426,3
28315,3
27557,3
33067,3
39140,3
36567,3
33125,3
24526,3
29809,3
17505,3
00646,3
29449,3
12175,3
38945,3
28278,3
70575,3
23176,3
02891,3
29111,3
33178,3
77446,3
39439,3
31071,3
31626,3
70749,3
00926,3
32140,3
36301,3
36256,3
33068,3
31312,3
31554,3
77301,3
36471,3
11947,3
20782,3
33128,3
70354,3
39218,3
71457,3
32095,3
76653,3
70517,3
70393,3
03101,3
03103,3
03885,3
32312,3
70353,3
71303,3
77004,3
30828,3
01235,3
36580,3
31007,3
32709,3
33621,3
00685,3
35453,3
31779,3
76570,3
77465,3
31070,3
21102,3
70373,3
77865,3
39339,3
72857,3
32217,3
39653,3
32129,3
31552,3
33029,3
37022,3
03045,3
01504,3
31768,3
36350,3
27958,3
70631,3
70583,3
23696,3
71438,3
78164,3
31002,3
77346,3
04854,3
77367,3
39362,3
29461,3
27874,3
70761,3
70760,3
33401,3
35741,3
30456,3
38921,3
17516,3
29835,3
00927,3
29379,3
71061,3
32569,3
78385,3
77971,3
23508,3
78580,3
30664,3
32440,3
10597,3
25313,3
31327,3
71043,3
76632,3
40170,3
27853,3
35546,3
70523,3
31764,3
00659,3
31079,3
36571,3
34231,3
31795,3
33144,3
29406,3
77303,3
23389,3
38736,3
29046,3
33186,3
30813,3
77531,3
78579,3
30809,3
29112,3
76085,3
04570,3
32234,3
30411,3
32565,3
00736,3
23433,3
47574,3
39114,3
78342,3
27892,3
21773,3
39217,3
00906,3
23401,3
29423,3
71447,3
40209,3
70002,3
38778,3
76501,3
76664,3
36769,3
70654,3
32195,3
11769,3
08641,3
42032,3
21032,3
22548,3
11741,3
33616,3
17045,3
12483,3
32456,3
39359,3
77419,3
28304,3
23876,3
77328,3
77076,3
36618,3
00925,3
11976,3
71342,3
00773,3
34251,3
33928,3
28450,3
39815,3
39202,3
04363,3
01940,3
01960,3
36441,3
11230,3
23423,3
23120,3
31532,3
27349,3
00616,3
76661,3
08511,3
29838,3
38754,3
23149,3
31647,3
30823,3
78629,3
32328,3
13736,3
77016,3
70640,3
32084,3
02859,3
32420,3
36521,3
47246,3
35178,3
29707,3
02379,3
20712,3
11948,3
27201,3
39269,3
39206,3
70576,3
17540,3
30655,3
29554,3
39630,3
00952,3
70441,3
23310,3
17061,3
01570,3
37347,3
77562,3
78391,3
33170,3
31516,3
21077,3
70433,3
36322,3
32348,3
33071,3
24502,3
23893,3
10598,3
00606,3
24265,3
24243,3
27603,3
70584,3
36482,3
32404,3
33909,3
27408,3
27865,3
36278,3
36269,3
36560,3
76660,3
12140,3
12180,3
29493,3
28540,3
70806,3
23324,3
06043,3
76622,3
39819,3
36572,3
39567,3
38080,3
30205,3
39739,3
38106,3
32656,3
78117,3
31568,3
32922,3
10505,3
42025,3
23488,3
31824,3
30457,3
08527,3
36575,3
31820,3
76708,3
70003,3
75785,3
70116,3
75932,3
29203,3
39846,3
21144,3
03110,3
77547,3
45870,3
70646,3
70341,3
77060,3
02675,3
31037,3
36830,3
35405,3
25309,3
27922,3
78343,3
23867,3
70345,3
25305,3
39862,3
29445,3
00936,3
29204,3
17602,3
23442,3
23303,3
70778,3
27703,3
36611,3
28432,3
71638,3
04571,3
32446,3
30410,3
32127,3
29568,3
30905,3
00982,3
11932,3
70789,3
47130,3
23306,3
23837,3
00627,3
75941,3
33859,3
77447,3
35031,3
78067,3
78001,3
70819,3
30627,3
31629,3
31811,3
36066,3
38050,3
70435,3
75862,3
32432,3
22654,3
21155,3
35188,3
70519,3
39090,3
77374,3
11421,3
11417,3
11693,3
11208,3
34137,3
29832,3
29544,3
38070,3
03109,3
71328,3
06232,3
77611,3
28399,3
78340,3
71259,3
32071,3
75930,3
31771,3
32053,3
76643,3
31815,3
78370,3
22504,3
29847,3
39046,3
38021,3
28343,3
31057,3
30121,3
38761,3
28339,3
70047,3
35584,3
71263,3
36316,3
35147,3
34787,3
35456,3
27601,3
36353,3
27310,3
70577,3
33702,3
72833,3
30475,3
27410,3
71004,3
30234,3
71048,3
32164,3
31045,3
23507,3
16637,3
34207,3
22644,3
33131,3
31052,3
34205,3
31019,3
77389,3
02637,3
78566,3
12428,3
33129,3
33101,3
30455,3
70461,3
39752,3
33441,3
77519,3
10506,3
33024,3
32509,3
34229,3
19956,3
38614,3
29412,3
19931,3
24578,3
32219,3
04554,3
28146,3
32534,3
32083,3
33972,3
32810,3
29899,3
00907,3
31503,3
70591,3
29469,3
36862,3
27605,3
77355,3
34134,3
76569,3
70534,3
27947,3
36420,3
32062,3
70650,3
75669,3
23511,3
23480,3
70139,3
71371,3
77482,3
22827,3
27978,3
32465,3
33558,3
02812,3
02804,3
71233,3
71836,3
31301,3
28515,3
70514,3
33823,3
39057,3
70753,3
78065,3
70431,3
45880,3
29556,3
76655,3
32254,3
33445,3
00617,3
29706,3
33712,3
18913,3
18912,3
11958,3
20017,3
20064,3
20002,3
27967,3
33135,3
34715,3
77713,3
30750,3
00951,3
39201,3
34685,3
75904,3
02539,3
28307,3
05360,2
39192,2
72415,2
11433,2
63730,2
71952,2
34772,2
24165,2
42445,2
28572,2
11763,2
04955,2
02019,2
25913,2
28173,2
37764,2
75560,2
20147,2
36432,2
07727,2
36849,2
22310,2
22535,2
17581,2
23963,2
06339,2
23022,2
11418,2
30013,2
30070,2
16141,2
04009,2
22942,2
19964,2
36456,2
16443,2
11436,2
36303,2
11776,2
17065,2
07424,2
23110,2
04086,2
10541,2
47525,2
39877,2
63823,2
32628,2
32831,2
23950,2
45646,2
71245,2
72365,2
29078,2
39769,2
46553,2
71603,2
25676,2
32927,2
29717,2
74563,2
03466,2
70559,2
25301,2
34756,2
39069,2
78235,2
40258,2
03842,2
32926,2
27563,2
73122,2
27817,2
33967,2
36858,2
38104,2
75847,2
30677,2
21402,2
20390,2
71832,2
70652,2
76252,2
39307,2
71640,2
12459,2
63782,2
38138,2
11213,2
72842,2
76701,2
28217,2
01901,2
02148,2
35739,2
32806,2
12155,2
27923,2
27106,2
27045,2
37890,2
24592,2
22846,2
77984,2
21158,2
02769,2
78591,2
71008,2
23307,2
77701,2
39577,2
70785,2
22576,2
20781,2
33916,2
37874,2
77977,2
37738,2
03051,2
71742,2
70507,2
27007,2
02671,2
21087,2
36605,2
24279,2
71866,2
31789,2
37353,2
70743,2
20129,2
96712,2
24558,2
35130,2
78950,2
04578,2
28722,2
30535,2
13788,2
27534,2
21239,2
21213,2
27370,2
36104,2
32801,2
00851,2
17026,2
39061,2
78550,2
11354,2
11357,2
27203,2
23169,2
36483,2
23440,2
30802,2
75647,2
36751,2
78330,2
70748,2
27938,2
41095,2
71068,2
23942,2
