usaf,wban,name,lat,lon,TOTAL_TEMP_COUNT
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,25778
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85136
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85547
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,81461
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29951
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85317
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85191
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29949
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28268
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28609
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26783
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27292
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28944
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,25803
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27281
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28406
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27246
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28295
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26274
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28026
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,25594
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,38787
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27047
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,24339
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85549
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,84642
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85378
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,84143
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85136
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29016
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28223
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28337
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28279
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28475
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,2077
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29951
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29949
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26372
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,42449
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28523
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,53778
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27645
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,842
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,21181
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,25564
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,14392
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,597
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,54478
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,1489
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85513
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29949
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,84887
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85544
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,84538
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,21538
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,4323
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,870
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27580
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26202
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,46564
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,34195
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,83392
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27610
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28002
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28380
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29016
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28278
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28963
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27783
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27100
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28422
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,54163
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,8614
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,1416
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85557
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29948
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26691
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85554
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,23361
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,35415
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,52964
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28442
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28408
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27825
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28570
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,25788
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28999
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,84603
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28758
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28879
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,23916
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,22022
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28279
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27176
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27471
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28183
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,52558
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,17617
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27209
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,24211
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26449
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28148
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28755
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,22392
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85533
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85434
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85529
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,23428
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,44327
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26792
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27453
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28655
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,52716
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,53946
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,47232
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26787
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,24967
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27161
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26678
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,41205
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,54198
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85337
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29884
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,21880
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27360
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28983
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,45510
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29949
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,75713
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,74993
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85495
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28105
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29951
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,20764
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,84880
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28614
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,24092
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28961
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,84902
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,25715
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27017
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27931
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,20300
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85400
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,1408
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85494
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,59332
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29945
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29916
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28758
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27251
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28644
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27616
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26839
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29083
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,8283
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85419
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28567
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27739
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,17152
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28647
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,19358
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29948
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27294
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,17504
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,10774
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,44625
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,38323
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85506
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85305
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85550
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85399
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,46992
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,137
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,59566
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,45381
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28072
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,37302
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26740
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28198
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,3437
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26684
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29874
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28075
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28539
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27946
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27759
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85401
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,35644
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85150
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85460
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29950
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,14504
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28527
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,25711
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26269
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28877
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,42776
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,70522
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28639
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28919
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28132
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28323
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26970
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26887
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,21075
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28593
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,23612
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29879
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85503
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85057
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85354
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28242
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28448
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28988
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29022
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28241
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,20511
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,45038
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28906
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,20016
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,22499
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28926
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29098
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,18508
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85377
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85483
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85140
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,65070
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85216
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,18935
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28642
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29134
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28917
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28781
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85255
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26861
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26969
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28931
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28541
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28936
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,23399
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,5031
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28970
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85506
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,84294
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85370
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85321
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,17038
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,19904
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,20062
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28925
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28657
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28301
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,74753
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,25298
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28473
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28947
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27994
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28222
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,60762
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,25198
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,38331
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85056
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,35458
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,38419
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85562
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85509
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85472
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27264
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,23465
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28478
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85538
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85367
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,846
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,54050
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28837
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27835
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29948
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85538
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,84440
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29950
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29945
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29035
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,54222
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85512
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85530
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,25942
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28344
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,25669
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,476
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29115
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,15615
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,53433
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29663
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85452
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28906
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,286
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29950
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85235
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29450
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,23388
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,15260
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,866
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26330
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,41292
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85545
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85507
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85541
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,494
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,54348
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29110
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,26864
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,29952
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,42997
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,74351
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85554
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85450
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85453
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,27720
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,28804
999999,14797,BEAR MOUNTAIN WB,41.317,-74.0,85019
