zip_code,NUM_HURRICANES
00718,29
77004,29
34238,29
77057,29
00960,29
00720,29
31308,29
77024,29
77055,29
70740,29
77523,29
27814,29
00660,29
78419,29
32757,29
29404,29
34974,29
33848,29
31329,29
70734,29
70508,29
00641,29
32131,29
28466,29
29449,29
34205,29
77003,29
77018,29
77006,29
00925,29
00794,29
00677,29
77538,29
00961,29
00688,29
78374,29
34785,29
70723,29
27929,29
36525,29
77092,29
32127,29
29461,29
34241,29
34228,29
28518,29
32720,29
00924,29
00982,29
00715,29
77562,29
33598,29
77016,29
36572,29
29406,29
34219,29
32836,29
00952,29
00783,29
32435,29
00769,29
70555,29
34221,29
00917,29
00616,28
29423,28
00638,28
70037,28
77701,28
33890,28
32703,28
00795,28
32430,28
77977,28
77532,28
00602,28
70558,28
00772,28
78418,28
77002,28
77201,28
70820,28
34758,28
77010,28
34481,28
00936,28
00927,28
33440,28
00780,28
77044,28
34234,28
70501,28
00918,28
77009,28
70090,28
34731,28
00664,28
78594,28
32322,28
32141,28
34240,28
00923,28
32169,28
77629,28
77396,28
29564,28
78552,28
70719,28
39520,28
77951,28
32346,28
29446,28
29527,28
70743,28
00777,28
00949,28
78414,28
32702,28
77461,28
70710,28
32726,28
34760,28
32713,28
33855,28
31522,28
00968,28
34236,28
77050,28
70355,28
34756,28
34759,27
70810,27
00962,27
31331,27
00693,27
78567,27
34251,27
70512,27
32233,27
00951,27
28585,27
70517,27
70772,27
00659,27
00646,27
32764,27
31303,27
77093,27
32256,27
00915,27
39573,27
27860,27
34222,27
28463,27
34207,27
77346,27
32779,27
34231,27
00979,27
33493,27
33876,27
32227,27
70301,27
29420,27
27950,27
33538,27
31305,27
00966,27
32195,27
77702,27
34233,27
28527,27
77091,27
00687,27
70503,27
32189,27
29943,27
29945,27
34211,27
32773,27
70645,27
32132,27
32821,27
33852,27
32224,27
77960,27
32266,27
00921,27
77040,27
32228,27
77041,27
77580,27
70778,27
34484,27
77022,27
70067,27
70506,27
00735,27
00934,27
00909,27
70575,27
77083,27
77088,26
00912,26
32348,26
77082,26
00692,26
28448,26
32771,26
34739,26
78401,26
32668,26
32159,26
32133,26
70507,26
34237,26
77407,26
77978,26
70714,26
36521,26
32539,26
32750,26
31312,26
00950,26
32714,26
34491,26
00911,26
00965,26
78412,26
31315,26
77076,26
29452,26
70036,26
27921,26
34235,26
29934,26
33930,26
32433,26
77707,26
78402,26
77963,26
28432,26
29544,26
32179,26
32323,26
32837,26
78593,26
32953,26
29418,26
34212,26
00913,26
70811,26
00920,26
32925,26
29456,26
78404,25
70548,25
78411,25
70763,25
70520,25
00906,25
70729,25
70802,25
78538,25
32701,25
70056,25
29470,25
32780,25
34741,25
32940,25
31525,25
32920,25
28434,25
78561,25
32759,25
32824,25
77338,25
32818,25
77079,25
70812,25
00901,25
77471,25
70757,25
29426,25
70807,25
77077,25
77037,25
77038,25
77428,25
36507,25
77064,25
70752,25
70762,25
34734,25
70801,25
29469,25
70767,25
00650,25
70737,25
78407,25
36512,25
32746,25
32819,25
00907,25
70808,25
34431,25
32730,25
34232,25
39556,25
32327,25
29485,25
34786,25
32536,25
70805,25
70803,25
33867,25
32810,25
70806,25
33857,25
36505,25
32708,25
34239,25
31520,25
77039,25
34488,25
32305,25
33865,25
32568,25
32438,25
32811,24
00652,24
77067,24
00612,24
70058,24
34761,24
31524,24
70809,24
34208,24
32225,24
32356,24
32805,24
31527,24
77406,24
77613,24
77336,24
77345,24
00674,24
70541,24
70668,24
32696,24
70836,24
32751,24
32092,24
32258,24
32177,24
32003,24
70529,24
28447,24
30446,24
32835,24
33960,24
28464,24
32792,24
32162,24
34203,24
77084,24
31301,24
77086,24
70584,24
32259,24
77453,24
32626,24
32355,24
28458,24
32808,24
00617,24
32246,24
32209,24
78562,24
78543,24
77094,24
32207,24
77060,24
32134,24
70080,24
32216,24
39572,24
70129,24
32922,23
77069,23
77420,23
34743,23
32202,23
29580,23
77632,23
70583,23
27958,23
77482,23
32531,23
29554,23
70733,23
32034,23
32217,23
32801,23
32212,23
31314,23
32952,23
77014,23
77465,23
32204,23
34480,23
28453,23
32766,23
32206,23
32065,23
32205,23
32693,23
78559,23
77365,23
34744,23
77713,23
32839,23
77073,23
32223,23
34420,23
32803,23
28349,23
32361,23
70815,23
70818,23
77662,23
00694,23
70814,23
77533,23
77575,23
32334,23
32827,23
32707,23
70071,23
29511,23
32732,23
70131,23
33935,23
32789,23
32812,23
78408,23
28433,23
70039,23
78413,23
70817,23
34202,23
34746,23
32257,23
77614,23
32809,23
32208,23
32796,23
32455,23
77032,23
77339,23
70458,22
32147,22
77494,22
32621,22
70755,22
32955,22
78405,22
32428,22
70516,22
32244,22
70070,22
78416,22
31313,22
32765,22
70749,22
78549,22
34473,22
32254,22
70756,22
34772,22
32806,22
77417,22
70052,22
70072,22
70525,22
77066,22
70791,22
29922,22
70030,22
70773,22
70785,22
32066,22
32211,22
32814,22
70819,22
70816,22
70774,22
34201,22
70736,22
77468,22
32804,22
32926,22
32073,22
32754,22
77090,22
32807,22
78379,22
70665,22
34243,22
32308,22
77070,22
33944,22
78107,22
70461,22
31321,22
70769,22
77357,22
32931,22
77905,22
27817,22
32311,22
34472,22
32317,21
27909,21
34482,21
32825,21
28586,21
32336,21
77450,21
27970,21
32570,21
32828,21
32347,21
29545,21
70750,21
34773,21
78570,21
77386,21
30415,21
32709,21
70032,21
29590,21
70578,21
31565,21
70075,21
77464,21
77068,21
34476,21
78387,21
32822,21
70049,21
78385,21
70051,21
36560,21
70057,21
34769,21
78415,21
28398,21
32463,21
32140,21
29483,21
34474,21
32927,21
70076,21
77969,21
32226,21
78592,21
32421,21
77991,21
31558,21
78542,21
32210,21
36522,21
32043,21
32817,21
31523,20
70526,20
77375,20
77388,20
77379,20
32565,20
28572,20
78558,20
29546,20
70663,20
70062,20
32218,20
32219,20
70543,20
32222,20
77095,20
32832,20
32358,20
77065,20
32301,20
32304,20
32097,20
31547,20
77373,20
78417,20
32608,20
70770,20
70114,20
70043,20
39456,20
70094,20
32826,20
32310,20
28444,20
70577,20
29555,20
32277,20
70632,20
32399,20
78409,20
77380,20
32643,20
77385,20
32442,20
28431,20
32829,20
29916,20
70783,20
77389,19
70739,19
70130,19
77493,19
32820,19
30429,19
29468,19
32344,19
70001,19
32618,19
70087,19
32464,19
32303,19
32079,19
32068,19
36455,19
36562,19
30423,19
77449,19
77381,19
77703,19
77441,19
32667,19
77451,19
30449,19
70031,19
32008,19
77440,19
32330,19
32448,19
31569,19
70607,19
28393,19
32431,19
78579,19
32331,19
30421,19
32619,19
70605,19
77382,19
36502,19
29921,19
70047,19
32617,19
70117,19
70535,19
78596,19
70732,19
70706,19
70542,19
70449,19
70084,19
70053,19
32351,19
32011,18
34470,18
77485,18
70531,18
27889,18
70005,18
30439,18
29519,18
77448,18
70534,18
70556,18
77708,18
78353,18
11955,18
70515,18
30452,18
39815,18
31548,18
29939,18
32309,18
29472,18
70726,18
77993,18
70139,18
39426,18
32420,18
11770,18
70065,18
32615,18
70760,18
36579,18
32686,18
11950,18
70116,18
39577,18
70452,18
28337,18
32148,18
32324,18
70163,18
28328,18
23457,18
78370,18
70003,18
70121,18
23456,18
70113,18
32833,18
30438,18
36513,18
70127,18
70537,18
32038,18
30417,18
32221,18
77488,18
70119,18
30458,18
77429,18
70123,18
32697,18
28523,18
70559,18
33471,18
78537,18
70112,18
29474,18
32831,17
32071,17
39451,17
70730,17
11702,17
78363,17
70744,17
70550,17
77476,17
23461,17
28525,17
36375,17
70759,17
34479,17
32607,17
70118,17
77561,17
11961,17
11949,17
32220,17
11749,17
36584,17
32061,17
70669,17
70748,17
06390,17
32425,17
31792,17
30460,17
70601,17
02564,17
78410,17
32606,17
77901,17
32616,17
32432,17
77535,17
11973,17
23453,17
11779,17
70115,17
32640,17
77615,17
70777,17
77970,17
36441,17
77971,17
11767,17
32535,17
70570,17
77377,17
34471,17
32656,17
30451,17
06379,17
32666,17
30420,17
77467,17
31749,17
78406,17
70460,17
78102,17
77706,17
36344,17
70643,17
70126,16
32669,16
34771,16
71345,16
27865,16
02891,16
23460,16
32091,16
30461,16
32058,16
32332,16
70462,16
11790,16
36543,16
28439,16
29488,16
06340,16
77988,16
70006,16
32664,16
31756,16
32333,16
36340,16
78355,16
11967,16
36442,16
32340,16
32343,16
32681,16
11751,16
32631,16
11954,16
11763,16
11941,16
29556,16
70715,16
70775,16
06378,16
70002,16
77974,16
77419,16
11739,16
31316,16
28530,16
70079,16
11960,16
31622,16
11716,16
11738,16
11788,16
77447,16
11725,16
31601,16
02584,16
11792,16
29059,16
36556,16
78539,16
32312,16
11730,16
77976,16
70754,16
11980,16
36314,16
78389,16
31627,16
11978,16
11780,16
11794,16
32113,16
32059,16
11769,16
29436,16
32460,16
11733,16
77433,16
11752,16
11755,16
11722,16
11787,16
11786,16
28441,16
27837,16
11940,16
70125,16
27962,16
11977,16
06355,16
11742,16
77961,16
70128,16
11951,16
32427,16
29048,15
77458,15
11717,15
31645,15
11741,15
11959,15
02536,15
29560,15
11953,15
27892,15
11776,15
36477,15
32694,15
31643,15
11720,15
02822,15
30464,15
11706,15
31555,15
70068,15
02807,15
02898,15
70546,15
11782,15
75933,15
29581,15
32024,15
08752,15
77659,15
23464,15
11754,15
11935,15
11721,15
70589,15
11740,15
32234,15
31750,15
02554,15
32447,15
11930,15
70445,15
11972,15
39819,15
71358,15
77564,15
11778,15
11764,15
11746,15
31632,15
11713,15
11731,15
02635,15
28430,15
11796,15
11795,15
30450,15
78516,15
11726,15
31077,15
70661,15
70122,15
11718,15
77484,15
32026,15
78504,15
32601,15
02879,15
32440,15
11715,15
31626,15
77904,15
11768,15
11971,15
11705,15
11766,15
31639,15
29944,15
11933,15
02649,15
30410,15
77968,15
70524,15
31539,15
11931,15
70124,15
32567,15
36480,15
28382,15
78352,15
11719,15
11958,15
70581,15
30427,15
70615,15
78162,15
11901,15
11772,15
11784,15
32025,15
11727,15
77372,15
11757,15
32352,15
77466,15
27846,15
31620,15
36426,15
31568,15
29018,15
78104,15
30453,15
29518,15
77362,15
02813,15
39423,15
29477,15
78563,15
39834,15
02655,15
28526,15
39425,15
31765,15
31774,15
77954,15
31519,14
31699,14
31647,14
28501,14
32062,14
31567,14
23307,14
32443,14
31757,14
02836,14
77384,14
11703,14
11970,14
32063,14
08225,14
11968,14
29435,14
77302,14
02808,14
78541,14
77306,14
11946,14
06855,14
02894,14
08203,14
11798,14
11956,14
78501,14
77612,14
32605,14
31602,14
31563,14
31798,14
70532,14
11704,14
08330,14
31768,14
78573,14
11789,14
32044,14
31545,14
02875,14
06384,14
08340,14
11934,14
78349,14
23454,14
02881,14
32612,14
08240,14
08201,14
02832,14
08350,14
11777,14
32009,14
23423,14
31532,14
39461,14
08406,14
32622,14
77423,14
29448,14
02540,14
78577,14
78589,14
32350,14
36550,14
31533,14
30475,14
02873,14
06359,14
08232,14
02812,14
02804,14
70711,14
08234,14
08401,14
11942,14
70454,14
31549,14
11952,14
08221,14
77962,14
02874,14
78391,14
02817,14
02647,14
31773,14
02852,14
32641,14
77460,14
02892,14
11729,14
32609,14
30436,14
77446,14
70630,14
28504,14
29437,14
28508,14
36316,14
32603,14
28513,14
39828,14
31747,14
31784,14
08317,14
23451,14
06339,14
28538,14
28554,14
30428,14
34475,14
28385,14
70448,14
77456,14
29056,14
08319,14
77437,14
08205,14
70466,14
02644,13
11510,13
02539,13
02632,13
32446,13
31650,13
02537,13
02532,13
31778,13
70471,13
02561,13
36553,13
31722,13
28341,13
02562,13
31788,13
30455,13
77657,13
08402,13
31512,13
02672,13
36529,13
08008,13
36313,13
77443,13
29932,13
23418,13
08346,13
29471,13
78119,13
02893,13
30474,13
02833,13
11520,13
31698,13
28578,13
02882,13
29574,13
06365,13
23408,13
70549,13
31738,13
11947,13
11569,13
08202,13
77435,13
23410,13
11758,13
39466,13
39455,13
27879,13
78142,13
02818,13
08223,13
78375,13
02638,13
02837,13
78588,13
02669,13
31720,13
08087,13
11965,13
23480,13
27849,13
70591,13
11975,13
11962,13
08226,13
31544,13
32083,13
29591,13
39825,13
78125,13
08217,13
11964,13
08243,13
77355,13
02664,13
02601,13
28399,13
06615,13
29583,13
77436,13
27858,13
11710,13
02556,13
31605,13
02542,13
31790,13
08215,13
75928,13
11793,13
08005,13
30411,13
70753,13
08403,13
27825,13
32653,13
06376,13
06607,13
28580,13
29475,13
70453,13
78145,13
02563,13
77432,13
30445,13
36362,13
11701,13
11948,13
27944,13
02670,13
06335,13
08241,13
29142,13
06351,13
02648,13
08006,13
27847,13
31625,12
27827,12
08224,12
08242,12
02557,12
32054,12
27834,12
02835,12
31796,12
36318,12
39817,12
06360,12
30448,12
23441,12
11783,12
31637,12
08270,12
39462,12
70722,12
39845,12
70401,12
70420,12
31554,12
28320,12
36305,12
70747,12
08247,12
31055,12
08246,12
31513,12
06880,12
02816,12
06330,12
28438,12
11932,12
08230,12
08244,12
36352,12
02646,12
02668,12
28365,12
11545,12
02673,12
71362,12
08092,12
08310,12
70422,12
27872,12
11566,12
31510,12
29481,12
31783,12
31001,12
23072,12
02641,12
02558,12
02660,12
02642,12
36473,12
06373,12
36371,12
23324,12
02659,12
02633,12
06608,12
02872,12
02645,12
02571,12
02639,12
78146,12
02631,12
29918,12
70443,12
11747,12
08248,12
27985,12
28590,12
78536,12
27841,12
02871,12
39470,12
31794,12
02630,12
11575,12
27897,12
23414,12
06350,12
08210,12
11563,12
36470,12
31789,12
11939,12
11570,12
36581,12
78503,12
02653,12
06380,12
27805,12
39827,12
78343,12
70646,12
31629,12
02637,12
02553,12
02650,12
70586,12
08037,12
32072,12
23413,12
29929,12
27932,12
32658,12
02559,12
02878,12
02534,12
11762,12
31566,12
70451,12
23357,12
30471,12
78141,12
70402,12
31535,12
31775,12
77454,12
23401,12
77354,12
78351,12
31546,12
31771,12
02675,12
31712,12
78151,12
06357,12
71369,12
11976,12
06333,12
31744,12
27976,12
70633,12
29163,12
77434,12
70554,12
23459,12
27919,12
02671,12
08260,12
11561,12
11963,12
11791,12
23301,12
27983,12
23452,12
08758,12
30412,12
27869,12
06320,12
23421,12
75956,12
08050,12
70647,12
36343,11
36475,11
77445,11
39406,11
06605,11
27857,11
06475,11
11549,11
32087,11
23702,11
36320,11
78557,11
29571,11
31079,11
23306,11
31781,11
08750,11
02841,11
31518,11
23405,11
30470,11
32423,11
77473,11
28551,11
11572,11
23462,11
27840,11
11732,11
11518,11
78572,11
06385,11
36445,11
78933,11
36454,11
70455,11
27531,11
11514,11
31083,11
23455,11
77585,11
70712,11
29003,11
02651,11
06824,11
39476,11
36583,11
08095,11
11797,11
02643,11
31072,11
32060,11
28325,11
28366,11
29082,11
30467,11
28332,11
06854,11
70433,11
02568,11
75966,11
31638,11
23310,11
06374,11
08019,11
70403,11
71333,11
39465,11
31037,11
11735,11
11714,11
29530,11
06853,11
70789,11
02724,11
31714,11
11937,11
32053,11
70447,11
77474,11
11957,11
30425,11
07717,11
39861,11
39837,11
36370,11
29924,11
11804,11
29102,11
70463,11
02538,11
11557,11
23322,11
11803,11
02663,11
02575,11
06331,11
29148,11
07756,11
27979,11
78383,11
11944,11
70456,11
31793,11
11560,11
06371,11
02827,11
36545,11
78164,11
31636,11
06890,11
71353,11
36540,11
08734,11
31606,11
31635,11
70464,11
31716,11
23308,11
27967,11
70436,11
36539,11
11558,11
23691,11
11692,11
32046,11
29042,11
06604,11
06820,11
